row_type,run_id,dataset_tag,driver_id_hash,source_file_hash,line_no,step,action,wait_reason,query_k,query_minutes,returned_count,actionable_after_query,positive_net_count,missed_window_risk,top_candidate_expired_or_unreachable_count,query_minutes_per_positive_candidate,query_reward,preference_deadline_risk,best_order_net,best_order_per_hour,best_take_id_hash,best_take_delta_official_net_estimate,best_reposition_delta_estimate,contributes_continuous_rest,contributes_full_rest_day,contributes_appointment,contributes_market_timing,contributes_endgame_safety,wait_lock_bug,top20_take_hashes,hard_filter_reasons,reposition_value,qwen_compile_calls
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,36,36,take_order,,100,10,100,41,37,48,37,0.27,769.88,17.62,784.88,56.22,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":26,""filter_not_online"":11,""filter_remove_slack_too_short"":22,""severe_negative_net"":2}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,37,37,take_order,,100,10,100,37,36,62,60,0.28,1154.13,18.02,1169.13,53.47,,,,,,,,,,,"{""filter_load_window_unreachable"":59,""filter_not_online"":1,""filter_remove_slack_too_short"":3,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,38,38,take_order,,100,10,100,39,35,52,40,0.29,639.92,18.71,654.92,54.97,,,,,,,,,,,"{""below_direct_net_threshold"":4,""filter_load_window_unreachable"":31,""filter_not_online"":9,""filter_remove_slack_too_short"":21}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,39,39,take_order,,100,10,100,39,34,58,52,0.29,1068.52,19.3,1083.52,63.65,,,,,,,,,,,"{""below_direct_net_threshold"":6,""filter_load_window_unreachable"":49,""filter_not_online"":3,""filter_remove_slack_too_short"":9}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,40,40,take_order,,50,5,50,18,16,32,32,0.31,411.2,19.64,418.7,25.94,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":32,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,41,41,take_order,,100,10,100,27,26,69,57,0.38,814.34,20.3,829.34,59.01,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":53,""filter_not_online"":4,""filter_remove_slack_too_short"":16}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,42,42,take_order,,100,10,100,38,35,62,52,0.29,484.42,20.78,499.42,46.25,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":52,""filter_remove_slack_too_short"":10,""severe_negative_net"":2}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,43,43,take_order,,50,5,50,21,21,29,29,0.24,895.53,20.99,903.03,71.35,,,,,,,,,,,"{""filter_load_window_unreachable"":29}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,44,44,take_order,,50,5,50,17,16,33,27,0.31,748.38,21.34,755.88,58.05,,,,,,,,,,,"{""filter_load_window_unreachable"":27,""filter_remove_slack_too_short"":6,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,45,45,take_order,,100,10,100,37,31,56,50,0.32,580.3,21.76,595.3,43.4,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":43,""filter_not_online"":7,""filter_remove_slack_too_short"":13,""severe_negative_net"":5}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,46,46,take_order,,100,10,100,40,36,49,50,0.28,855.31,22.21,870.31,60.23,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":39,""filter_not_online"":11,""filter_remove_slack_too_short"":10,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,47,47,take_order,,50,5,50,29,28,21,21,0.18,1431.85,22.62,1439.35,78.44,,,,,,,,,,,"{""filter_load_window_unreachable"":21,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,48,48,take_order,,100,10,100,30,29,61,59,0.34,367.54,23.31,382.54,51.04,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":50,""filter_not_online"":9,""filter_remove_slack_too_short"":11}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,49,49,take_order,,100,10,100,47,43,48,45,0.23,1252.96,23.69,1267.96,75.18,,,,,,,,,,,"{""below_direct_net_threshold"":4,""filter_load_window_unreachable"":40,""filter_not_online"":5,""filter_remove_slack_too_short"":8}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,50,50,take_order,,50,5,50,25,24,25,25,0.21,829.9,24.06,837.4,55.79,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":25}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,51,51,take_order,,100,10,100,30,27,64,57,0.37,403.25,24.74,418.25,57.48,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":51,""filter_not_online"":6,""filter_remove_slack_too_short"":13,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,52,52,take_order,,100,10,100,45,40,55,51,0.25,1106.99,25.21,1121.99,92.09,,,,,,,,,,,"{""below_direct_net_threshold"":4,""filter_load_window_unreachable"":51,""filter_remove_slack_too_short"":4,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,53,53,take_order,,50,5,50,19,17,31,31,0.29,983.22,25.45,990.72,62.57,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":31}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,54,54,take_order,,100,10,100,29,27,63,54,0.37,569.2,26.17,584.2,52.25,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":46,""filter_not_online"":8,""filter_remove_slack_too_short"":17}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,55,55,take_order,,100,10,100,38,34,56,54,0.29,754.92,26.57,769.92,57.55,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":48,""filter_not_online"":6,""filter_remove_slack_too_short"":8,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,56,56,take_order,,50,5,50,22,21,28,28,0.24,751.38,26.8,758.88,47.98,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":28}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,57,57,take_order,,100,10,100,41,36,53,28,0.28,686.74,27.46,701.74,58.56,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":22,""filter_not_online"":6,""filter_remove_slack_too_short"":31,""severe_negative_net"":2}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,58,58,take_order,,100,10,100,53,41,47,44,0.24,974.07,28.19,989.07,68.44,,,,,,,,,,,"{""below_direct_net_threshold"":7,""filter_load_window_unreachable"":44,""filter_remove_slack_too_short"":3,""severe_negative_net"":5}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,59,59,take_order,,50,5,50,29,26,21,21,0.19,1009.8,28.52,1017.3,74.95,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":21,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,60,60,take_order,,100,10,100,34,31,59,50,0.32,1473.82,29.23,1488.82,97.63,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":43,""filter_not_online"":7,""filter_remove_slack_too_short"":16,""severe_negative_net"":2}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,61,61,take_order,,100,10,100,51,47,49,48,0.21,1045.66,29.57,1060.66,85.99,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":48,""filter_remove_slack_too_short"":1,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,62,62,take_order,,50,5,50,22,20,28,27,0.25,814.8,29.82,822.3,57.5,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":27,""filter_remove_slack_too_short"":1,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,63,63,take_order,,100,10,100,36,32,58,55,0.31,612.04,30.32,627.04,59.48,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":49,""filter_not_online"":6,""filter_remove_slack_too_short"":9,""severe_negative_net"":2}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,64,64,take_order,,100,10,100,35,32,57,51,0.31,901.49,30.79,916.49,62.23,,,,,,,,,,,"{""filter_load_window_unreachable"":43,""filter_not_online"":8,""filter_remove_slack_too_short"":14,""severe_negative_net"":3}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,65,65,take_order,,50,5,50,22,22,28,27,0.23,844.04,31.15,851.54,43.48,,,,,,,,,,,"{""filter_load_window_unreachable"":27,""filter_remove_slack_too_short"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,66,66,take_order,,50,5,50,16,15,33,19,0.33,262.9,31.87,270.4,39.77,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":18,""filter_not_online"":1,""filter_remove_slack_too_short"":15}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,67,67,take_order,,50,5,50,18,16,28,29,0.31,1030.18,32.28,1037.68,50.37,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":25,""filter_not_online"":4,""filter_remove_slack_too_short"":3,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,68,68,take_order,,50,5,50,19,19,27,14,0.26,939.18,33.19,946.68,97.98,,,,,,,,,,,"{""filter_load_window_unreachable"":10,""filter_not_online"":4,""filter_remove_slack_too_short"":17}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,69,69,take_order,,50,5,50,25,23,23,21,0.22,660.22,33.81,667.72,40.08,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":19,""filter_not_online"":2,""filter_remove_slack_too_short"":4,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,70,70,take_order,,50,5,50,22,16,28,26,0.31,863.65,34.41,871.15,58.75,,,,,,,,,,,"{""filter_load_window_unreachable"":26,""filter_remove_slack_too_short"":2,""severe_negative_net"":6}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,71,71,take_order,,50,5,50,22,18,27,18,0.28,642.58,35.08,650.08,93.05,,,,,,,,,,,"{""filter_load_window_unreachable"":17,""filter_not_online"":1,""filter_remove_slack_too_short"":10,""severe_negative_net"":4}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,72,72,take_order,,50,5,50,15,15,35,34,0.33,1251.91,35.48,1259.41,50.72,,,,,,,,,,,"{""filter_load_window_unreachable"":34,""filter_remove_slack_too_short"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,73,73,take_order,,50,5,50,13,13,37,33,0.38,1245.86,35.9,1253.36,33.04,,,,,,,,,,,"{""filter_load_window_unreachable"":33,""filter_remove_slack_too_short"":4}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,74,74,take_order,,50,5,50,23,20,25,22,0.25,1331.64,36.54,1339.14,90.35,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":20,""filter_not_online"":2,""filter_remove_slack_too_short"":5,""severe_negative_net"":2}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,75,75,take_order,,50,5,50,16,12,32,33,0.42,695.36,37.0,702.86,42.57,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":31,""filter_not_online"":2,""filter_remove_slack_too_short"":1,""severe_negative_net"":3}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,76,76,take_order,,50,5,50,21,16,27,16,0.31,832.67,37.6,840.17,68.96,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":14,""filter_not_online"":2,""filter_remove_slack_too_short"":13,""severe_negative_net"":4}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,77,77,take_order,,50,5,50,27,27,20,23,0.19,971.24,38.34,978.74,60.83,,,,,,,,,,,"{""filter_load_window_unreachable"":20,""filter_not_online"":3}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,78,78,take_order,,50,5,50,22,19,28,28,0.26,643.84,38.67,651.34,65.16,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":28,""severe_negative_net"":2}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,79,79,take_order,,50,5,50,20,20,25,16,0.25,1057.98,39.26,1065.48,66.94,,,,,,,,,,,"{""filter_load_window_unreachable"":12,""filter_normalize_failed"":1,""filter_not_online"":4,""filter_remove_slack_too_short"":13}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,80,80,take_order,,50,5,50,28,27,22,21,0.19,1125.18,39.82,1132.68,53.06,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":21,""filter_remove_slack_too_short"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,81,81,take_order,,50,5,50,13,13,35,22,0.38,520.33,40.54,527.83,39.74,,,,,,,,,,,"{""filter_load_window_unreachable"":21,""filter_normalize_failed"":1,""filter_not_online"":1,""filter_remove_slack_too_short"":14}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,82,82,take_order,,50,5,50,15,14,34,33,0.36,721.51,41.24,729.01,50.38,,,,,,,,,,,"{""filter_finish_after_horizon"":1,""filter_load_window_unreachable"":33,""filter_remove_slack_too_short"":1,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,83,83,take_order,,50,5,50,22,20,25,18,0.25,532.54,41.93,540.04,74.82,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":15,""filter_not_online"":3,""filter_remove_slack_too_short"":10,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,84,84,take_order,,50,5,50,20,18,28,19,0.28,599.16,42.16,606.66,52.37,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":17,""filter_not_online"":2,""filter_remove_slack_too_short"":11,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,85,85,take_order,,50,5,50,27,27,23,22,0.19,743.05,42.69,750.55,67.11,,,,,,,,,,,"{""filter_load_window_unreachable"":22,""filter_remove_slack_too_short"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,86,86,take_order,,50,5,50,29,29,21,21,0.17,876.58,43.01,884.08,65.6,,,,,,,,,,,"{""filter_load_window_unreachable"":21}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,87,87,take_order,,50,5,50,20,18,26,18,0.28,712.47,43.7,719.97,54.53,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":18,""filter_normalize_failed"":4,""filter_remove_slack_too_short"":8,""severe_negative_net"":1}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,88,88,take_order,,50,5,50,18,15,25,22,0.33,714.52,44.06,722.02,38.0,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_finish_after_horizon"":2,""filter_load_window_unreachable"":21,""filter_normalize_failed"":4,""filter_not_online"":1,""filter_remove_slack_too_short"":4}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,89,89,take_order,,50,5,50,8,8,35,20,0.62,370.45,44.77,377.95,50.28,,,,,,,,,,,"{""filter_finish_after_horizon"":2,""filter_load_window_unreachable"":19,""filter_normalize_failed"":4,""filter_not_online"":1,""filter_remove_slack_too_short"":16}",[],3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,90,90,wait,,50,5,50,0,0,41,27,5.0,-7.5,45.23,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":4,""filter_load_window_unreachable"":25,""filter_normalize_failed"":3,""filter_not_online"":2,""filter_remove_slack_too_short"":16}",[],3
wait,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,90,90,wait,no_safe_positive_net_cargo,50,5,50,0,0,41,27,5.0,-7.5,45.23,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,91,91,wait,,50,5,50,0,0,44,29,5.0,-7.5,45.27,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":1,""filter_load_window_unreachable"":26,""filter_normalize_failed"":2,""filter_not_online"":3,""filter_remove_slack_too_short"":18}",[],3
wait,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,91,91,wait,no_safe_positive_net_cargo,50,5,50,0,0,44,29,5.0,-7.5,45.27,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,92,92,wait,,50,5,50,0,0,43,23,5.0,-7.5,45.3,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":1,""filter_load_window_unreachable"":19,""filter_normalize_failed"":2,""filter_not_online"":4,""filter_remove_slack_too_short"":24}",[],3
wait,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,92,92,wait,no_safe_positive_net_cargo,50,5,50,0,0,43,23,5.0,-7.5,45.3,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,93,93,wait,,50,5,50,0,0,42,25,5.0,-7.5,45.34,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":2,""filter_load_window_unreachable"":21,""filter_normalize_failed"":2,""filter_not_online"":4,""filter_remove_slack_too_short"":21}",[],3
wait,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,93,93,wait,no_safe_positive_net_cargo,50,5,50,0,0,42,25,5.0,-7.5,45.34,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},3
query,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,94,94,wait,,50,5,50,0,0,40,23,5.0,-7.5,45.37,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":2,""filter_load_window_unreachable"":19,""filter_normalize_failed"":4,""filter_not_online"":4,""filter_remove_slack_too_short"":21}",[],3
wait,runs/next_build/20260509/dynamic_query_reposition,20260509_reference,983f9a2734ca,0b3bf20b5662,94,94,wait,no_safe_positive_net_cargo,50,5,50,0,0,40,23,5.0,-7.5,45.37,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},3
